不一定	618754
多云	420385
好	334698
找出	288138
会	265929
那	190087
对	132805
有点儿	131863
啊	130963
让	123809
过	112388
得	105189
公共汽车	98146
可以	79198
外卖	78191
如果	76417
只	72698
但	68241
这样	64295
因为	59823
自己	57978
但是	52718
多	52605
下	51975
已经	51772
为什么	51063
像	50229
这么	49082
它	49024
为	45565
可能	44424
那么	41794
应该	37811
所以	37014
才	36716
两	36580
又	35561
小	34967
该	34169
等	34016
问题	33364
更	32253
带	31069
回	30259
然后	29752
当	29619
事情	28176
所有	27749
家	27026
也许	26083
相信	25699
认为	25294
一直	24551
一路平安	23586
不过	23333
感觉	21315
怎么样	20986
不要	20679
离开	20359
一定	20273
发现	19774
件	19568
而且	19404
必须	19320
意思	19239
不错	18930
那样	17495
大家	17458
向	17219
以为	16582
老	16451
位	16368
过来	16223
掉	16141
生活	15918
其他	14163
或者	13597
弄	13574
过去	13485
算	13337
成	12539
条	12508
够	12404
以前	12391
长	12173
完全	12068
狗	11808
可是	11739
头	11582
机会	11571
喂	11286
好像	11214
完	11162
漂亮	11032
分钟	11029
接	10970
场	10963
求	10904
刚	10888
变	10580
见到	10317
只要	10236
份	10154
站	10081
公司	10046
成为	10038
永远	10036
帮助	10033
名	9950
它们	9933
有人	9877
清楚	9836
安全	9541
怎样	9529
留	9272
周	9241
愿意	9191
计划	9169
停	9028
花	8947
感谢	8860
以后	8698
照片	8687
欢迎	8674
嘴	8513
队	8286
拉	8219
听说	8098
参加	8081
办法	8059
人们	7990
原因	7829
全	7693
挺	7603
卖	7475
信	7450
接受	7444
改变	7434
出现	7322
打算	7315
特别	7131
查	7121
真正	7090
结果	7085
小心	7022
当时	6935
或	6932
懂	6923
怎么办	6871
讲	6785
选	6619
感到	6612
故事	6551
换	6541
咱们	6519
进行	6485
段	6430
刚刚	6422
行动	6405
努力	6360
酒	6338
发	6323
刚才	6280
节目	6253
通过	6216
开心	6202
辆	6190
变成	6103
倒	6092
离	6088
往	6083
万	6031
句	5984
靠	5890
办公室	5882
生	5816
眼睛	5673
最近	5532
声音	5523
快乐	5505
可爱	5498
进入	5490
能够	5483
分	5455
完成	5450
不行	5389
样子	5337
提	5283
部分	5232
要求	5217
虽然	5141
办	5139
想到	5127
加	5110
脸	5093
不同	5087
画儿	5024
家庭	5017
装	5006
检查	4967
不好意思	4805
药	4788
音乐	4776
留下	4720
重新	4637
收到	4605
其中	4603
片	4597
想法	4574
黑	4563
带来	4492
来自	4462
越	4457
照顾	4451
太太	4432
加油	4411
怕	4395
多久	4392
直接	4383
店	4293
正常	4281
船	4243
遍	4218
方法	4174
克	4128
碰	4055
礼物	3988
随便	3971
头发	3955
关心	3926
面	3906
气	3864
自由	3848
脚	3836
做到	3817
套	3816
哭	3813
晚安	3796
画	3795
年轻	3776
道	3757
腿	3747
信息	3725
身边	3694
全部	3635
组	3623
交	3614
眼	3539
猫	3524
到处	3511
卡	3496
新闻	3441
实在	3426
行为	3396
边	3385
经常	3364
一会儿	3339
词	3331
差不多	3326
中心	3318
可怕	3318
笔	3315
满	3311
假	3310
面前	3264
正确	3259
答应	3241
收	3237
街	3219
借	3185
放下	3156
同时	3145
日子	3136
座	3132
比如	3120
影响	3085
米	3034
有意思	3029
使用	3017
方面	3015
银行	3003
原来	2980
讨论	2966
同样	2959
什么样	2953
说明	2953
安静	2951
多么	2945
红	2932
鸡	2931
养	2929
受到	2907
就要	2883
夜	2837
活动	2793
大人	2784
通知	2756
后来	2740
意见	2726
近	2717
数	2707
只能	2684
动物	2636
舒服	2590
通	2590
一般	2586
蛋	2584
食物	2561
封	2558
正是	2554
味道	2534
鱼	2532
出发	2509
疼	2477
一生	2437
明星	2434
晚餐	2408
服务	2387
合适	2385
广告	2357
闻	2337
公平	2336
鞋	2332
取	2322
短	2303
地球	2293
经过	2251
信号	2250
周末	2250
推	2249
习惯	2223
越来越	2216
名单	2212
公园	2206
鸟	2172
健康	2168
不够	2163
方向	2156
接着	2149
高中	2125
正好	2116
旅行	2112
酒店	2061
随时	2036
度	2023
背	2023
节	2019
排	2015
许多	2014
瓶	1989
顺利	1985
改	1962
不少	1956
好事	1947
客人	1939
运动	1923
爬	1916
爱情	1906
十分	1900
超过	1891
想起	1869
吹	1845
目的	1835
急	1826
低	1820
故意	1803
心里	1801
好人	1798
长大	1797
交给	1790
好处	1776
海	1772
普通	1765
表示	1761
出生	1753
经理	1745
作用	1739
举	1738
队长	1731
层	1716
报纸	1710
颜色	1703
墙	1687
流	1683
请求	1665
小组	1655
灯	1643
练习	1637
蓝	1610
心情	1605
难过	1605
停车	1583
条件	1576
接到	1558
上周	1552
司机	1550
千	1546
碰到	1541
出租车	1522
主人	1515
表	1513
红色	1491
油	1478
干杯	1462
看法	1461
脏	1439
走开	1438
满意	1436
大多数	1435
数字	1425
纸	1424
称	1423
骑	1423
午餐	1419
太阳	1419
提出	1419
笑话	1407
响	1405
省	1401
科学	1399
道理	1397
主要	1393
同事	1392
喊	1392
讲话	1383
早就	1375
大部分	1367
空气	1365
角	1355
实现	1339
市	1338
蓝色	1323
年级	1317
提到	1316
好多	1312
分开	1283
租	1282
篇	1277
科	1269
重复	1262
态度	1256
早餐	1247
角度	1237
轻	1236
英语	1186
椅子	1184
相同	1183
重点	1178
教育	1172
亮	1165
全国	1157
放心	1144
河	1135
平	1120
的话	1110
语言	1099
小时候	1080
练	1075
举行	1071
夏天	1065
热情	1059
国际	1057
信心	1053
送给	1045
市长	1042
接下来	1032
信用卡	1029
早晨	1028
出口	1024
黑色	1021
姓	999
作家	998
级	993
好久	992
顾客	987
方便	983
黄	979
观点	975
小说	971
雪	968
交通	959
洗澡	948
公路	942
校长	932
坏人	925
水平	913
作业	910
高级	910
取得	902
熟	891
座位	889
绿色	882
心中	880
白色	880
老朋友	878
不久	867
便宜	860
停车场	858
大量	840
占	836
咱	833
比如说	828
湖	826
网站	823
成绩	821
网	819
碗	815
商量	812
站住	810
以外	795
快要	778
南方	766
绿	749
花园	744
草	743
大声	741
全身	737
篮球	734
流行	732
对话	716
自行车	704
平常	693
以下	681
提高	679
亿	676
等于	675
家长	672
实际	670
起飞	668
友好	667
晚会	660
广场	659
黄色	658
星星	657
球队	652
出门	650
准确	647
平时	644
对面	642
懂得	634
地铁	625
道路	625
体育	623
大门	604
理想	603
刻	600
假期	584
题	584
感动	578
不如	576
护照	574
节日	570
难受	569
院	565
人口	555
相机	548
收入	547
公里	546
全体	544
做饭	542
半夜	533
以上	531
入口	528
做法	524
平安	513
手表	511
爱人	508
一共	507
姓名	503
瓶子	502
教师	500
大海	491
组成	484
参观	483
车辆	479
周年	469
旅游	469
单位	461
图片	454
影片	453
全家	449
人数	448
春天	448
天上	445
超市	440
排队	438
例如	437
冬天	436
海边	435
月亮	429
凉	428
温度	427
音乐会	427
青少年	426
饱	425
小声	421
老是	421
住院	420
球场	420
计算机	417
例子	411
商人	396
少年	395
笔记本	395
院子	380
大小	378
教室	377
校园	377
休假	371
实习	370
云	363
路边	363
学期	356
从小	348
大大	348
阴	342
网球	341
走过	339
这时候	330
大衣	325
菜单	325
北方	324
青年	323
动物园	321
今后	316
夜里	315
打工	314
等到	314
多数	301
平等	301
画家	295
重视	291
照相	287
英文	287
出租	286
举手	285
笔记	284
常见	261
不但	260
西方	257
请客	257
不满	255
秋天	254
分数	248
忽然	246
少数	240
里头	240
得出	238
一部分	237
体育馆	237
拿到	236
游客	235
特点	227
出院	218
公斤	217
报名	217
那会儿	216
院长	215
骑车	214
难题	213
个子	212
药片	211
东方	193
西北	189
教学	186
中年	184
大自然	182
碰见	180
关机	179
出国	178
草地	173
下雪	171
打印	170
复习	166
课堂	166
旅客	164
点头	156
坏处	155
西南	149
字典	142
东北	139
日报	137
名称	136
洗衣机	136
药店	136
词语	134
一路顺风	132
快餐	126
月份	125
体育场	119
句子	119
班长	117
凉快	105
地铁站	104
气温	104
球鞋	104
老年	102
开学	94
难看	93
中餐	91
筷子	90
外地	88
回国	84
开机	82
送到	82
住房	78
爬山	77
常用	74
黑板	73
叫作	69
东南	68
组长	68
斤	67
行人	66
交朋友	65
晴	65
药水	64
作文	63
饭馆	63
音节	59
零下	57
排球	55
饺子	54
晴天	49
走进	49
流利	48
问路	41
难听	40
一点点	34
词典	34
方便面	32
普通话	32
千克	25
午睡	25
听讲	24
前年	22
拿出	21
晚报	21
过年	21
全年	20
干活儿	20
读音	19
中级	14
中医	12
西医	12
阴天	11
不一会儿	10
留学生	8
西餐	7
春节	6
考生	4
中小学	3
不太	2
生词	2
